ulasan,sentiment
"Bertahun-tahun yang lalu, Sara, seorang gadis muda menyaksikan orang tuanya dibunuh, sekarang setelah dewasa dia menderita berbagai penyakit mental (apakah saya menyebutkan dia memiliki teman khayalan?) Film ini membuai penontonnya, bukan ke dalam rasa tegang, ingat, melainkan rasa kantuk. Sangat membosankan, aku merasa sulit untuk duduk karena aku bisa merasakan kelopak mataku semakin berat seiring dengan setiap menit ocehan yang tak ada habisnya dan dianggap 'misteri'. Apakah Sara menjadi gila? atau itu paranormal? Pertanyaan yang lebih baik adalah, Siapa yang peduli? Dan jawabannya, tidak ada seorang pun. Tidak ada seorang pun. Lewati film ini, luangkan waktu untuk melakukan tugas lain yang lebih bermanfaat.<br /><br />Nilai Saya: D-",negative
"Singkatnya, jika Anda ingin menonton film terbaik Burt Reynolds maka film ini harus disertakan. Jika Anda tidak menyukai Burt, Anda mungkin masih menyukai ini. Jika Anda menyukai Burt, ini mungkin menjadi salah satu film favorit Anda sepanjang masa! Berasal dari Atlanta, hal ini memang sangat menarik, tetapi menyenangkan juga melihat polisi/aksi/drama yang terjadi di tempat lain selain NY City, Chicago, Miami, atau LA. Film ini lucu pada poin-poinnya dengan alur cerita yang bagus dan penampilan yang bagus dari para pemain pendukung yang hebat (setiap karakter adalah nyata dan orang-orang jahat tidak begitu memihak, mereka dipikirkan dengan sangat baik) Sebuah romansa unik yang bagus di babak ke-2 dan ada beberapa baku tembak dan baku hantam yang bagus (tidak ada CGI, terima kasih Tuhan, TINDAKAN NYATA!) Jika Clint Eastwood memberikan kesan terbaiknya terhadap film Burt Reynolds dengan ""Every Where Way But Loose"" & ""Any Where Way You Can"" kemudian Burt merespons dengan film tipe Clint terbaiknya dengan ini, & hasilnya luar biasa!",positive
"Saya telah menonton Love Jones lebih dari tiga puluh kali. Ini adalah salah satu film langka yang menggambarkan kisah cinta tentang orang-orang Afrika-Amerika. Dialognya ditulis secara realistis, dan disampaikan dengan jujur. Sangat menyenangkan melihat film yang alur ceritanya berpusat pada profesional muda Afrika-Amerika. Ini sebenarnya merupakan pasar yang belum dimanfaatkan. Love Jones juga secara visual menawan. Chemistry Lorenz Tate dan Nia Long akan membawa kenangan cinta masa lalu dan masa kini. Nuansa filmnya adalah jazz dan blues, dan menghadirkan sensualitas coklat panas krim yang hangat dengan percikan Kahlua dan Butterscotch. Jika Anda belum menebaknya, saya menyukainya!",positive
"Genre dasarnya adalah thriller yang diselingi dengan menage-a-trois yang tidak nyaman. Fellowes telah mencoba memanfaatkan hal ini lebih jauh, menggunakan kebohongan dalam judulnya untuk menghasilkan segala macam perubahan kecil, yang selalu dirancang untuk lebih mengejutkan karakternya daripada penontonnya.<br /><br />Tapi sebenarnya agak berantakan. Fellowes sepertinya tidak tertarik menghadirkan elemen thriller dengan cara yang akan membuat kita tetap terpaku. Sebaliknya fokusnya adalah pada kesulitan moral itu sendiri.<br /><br />Dialognya tidak konsisten, bertele-tele di sini, bahasa sehari-hari di sana, dan dengan kejutan realisme yang terus-menerus dirusak oleh ranjau klise yang sesekali muncul. Meskipun tidak ada keributan mengenai lokasi sehingga para aktor dapat terus berada di ruang mereka, skor yang buruk tidak dapat menciptakan dimensi yang lebih jauh dan sering kali bertentangan dengan momentum emosional dari set piece tertentu. Ada juga yang sangat membosankan, berani saya katakan, nuansa Inggris dalam pembuatan filmnya. Saya tidak ingin melihat dokumen tentang dua orang kelas menengah sukses yang terjebak dalam situasi yang luar biasa, saya ingin melihat semacam penceritaan kembali kisah tersebut dengan penuh seni.<br /><br />Akhirnya, kisah inilah yang mengecewakan orang lain. Sama seperti unsur-unsur ketegangan yang agak datar, demikian pula cerita merupakan kumpulan asimetris dari subplot dengan berbagai bentuk dan ukuran, dijalin sebagai sarana untuk menguji karakter. Wilkinson dan Watson mendukung meta-esai ini dengan penampilan yang bagus dan rekan John Warnaby yang bersemangat, Simon to Wilkinson, adalah pendukung yang baik untuk banyak hal yang membuat alis berkerut.<br /><br />Saya kecewa; bukan berarti itu buruk, tapi itu bisa menjadi jauh lebih baik. 3/10",negative
"Ini benar-benar film terbaik yang pernah saya tonton. Pada usia 12 tahun saya bangun terlambat dan menonton film. Itu ada di saluran AS, Up All Night karya Gilbert Godfrey. Saya tidak akan pernah lupa. Saat itu saya dan teman-teman sedang bergumul dengan berbagai masalah, ada yang bersifat seksual. Anda tahu 12 adalah usia yang sangat sulit dan aneh. Sepertinya Anda terjebak di antara menjadi seorang gadis kecil dan menjadi seorang wanita muda. Film ini sangat membantu menjawab banyak pertanyaan saya. Saya sekarang memiliki seorang putri berusia 12 tahun. Saya telah mencari film ini selama beberapa tahun. Jika memang keluar dalam bentuk DVD, saya akan menjadi orang pertama yang membelinya. Akan merekomendasikan bagi orang tua mana pun untuk menonton ini bersama anak mereka ketika mereka mencapai usia yang sangat sulit dan sulit.",positive
"Holes adalah film yang luar biasa. Saya sangat menyukainya dan itu salah satu film favorit saya. Itu salah satu dari sedikit film produksi Disney yang tidak murahan. Holes umumnya merupakan film yang sangat keren. Saya berharap Disney akan membuat lebih banyak gambar seperti itu. Holes memang merupakan jenis pertunjukan film Disney langka yang keren. Jangan salah paham, saya tidak bermaksud menjelek-jelekkan Disney tetapi sebagian besar kontennya ditujukan untuk anak-anak dan ITU OKE. Anak-anak juga berhak mendapatkan hiburan. Namun Disney bersalah karena mencoba menarik perhatian penonton remaja dan mereka biasanya gagal. Tapi tidak dengan Lubang. Ini adalah jenis film yang dapat ditonton dan dinikmati oleh siapa pun dari segala usia dan tidak pernah menganggapnya klise. Sungguh, ini adalah jenis film yang mungkin dinikmati oleh banyak anak muda karena ada karakter di dalamnya yang dapat mereka hubungkan.<br /><br />Holes berhasil menjadi perpaduan hiburan keluarga yang baik tetapi tidak terlalu murahan dan hidup sedikit di pinggir. Saya harap Disney mengambil lebih banyak risiko dan membuat film yang lebih menegangkan seperti ini.",positive
"Saya tidak bisa membenci acara itu. Ketika TV berteknologi lama (dan lebih baik) harus mengalami kegagalan, saluran tersebut diformat ulang dan acara baru ikut campur. ""Attack of the Show"" adalah pengganti Screen Savers, dengan 3 co-host di awal. Mereka adalah Kevin Rose, Kevin Pereira dan Sarah Lane. Brendan Moran juga menjadi co-host, tetapi dia kebanyakan membuat rekaman untuk pertunjukan tersebut. Kevin Rose memutuskan untuk meninggalkan acara tersebut, dan akhirnya diadakan kontes untuk melihat siapa yang akan menjadi pembawa acara ketiga, namun hal tersebut tidak berjalan dengan baik karena beberapa alasan.<br /><br />Akhirnya (saya baru mengetahuinya dari papan pesan IMDb ini) Sarah Lane dan Brendan Moran pindah karena (hei, ini yang saya baca) keduanya menikah. Itu adalah rahasia besar bagiku! Sekarang ada co-host wanita baru, yang tidak terlalu hot (menurut saya) Olivia Munn. Dia menyembunyikan sesuatu di balik atasan yang dia kenakan, sedangkan Sarah Lane memiliki tubuh yang sempurna dan dia tidak takut untuk menunjukkannya.<br /><br />AHEM! Maaf.<br /><br />""Attack of the Show"" membahas segala hal yang ingin diketahui kaum muda. Itu musik, film, buku komik, internet dan televisi. Inilah yang hebat dari pertunjukan ini. Jika Anda tidak ingin repot menjelajahi internet atau membuang waktu menonton MTV, Anda bisa mendapatkan semua yang Anda inginkan di AOTS. Beberapa segmen dan bagian yang mereka lakukan lucu. Mereka memiliki tamu tetap dan kontributor yang berkecimpung dalam industri ini, serta tamu yang beragam, mulai dari bintang internet kecil hingga nama besar.<br /><br />Meskipun pembawa acaranya tidak se-geek yang saya inginkan, saya masih menganggap ""Attack of the Show"" menghibur, bahkan dengan lineup terbarunya.",positive
"DCOM terburuk yang pernah saya lihat. Pernah. Yah, mungkin tidak seburuk Smart House. Ini buruk sekali. Akting dan ceritanya bagus, tapi efeknya SEDANG!<br /><br />Itu palsu sekali! Satu-satunya adegan perkelahian yang bagus adalah antara saudara laki-laki dan Shen. Itu mungkin satu-satunya adegan yang membuatku bersemangat.<br /><br />Secara keseluruhan, menurutku film ini sangat membosankan dan filmnya berakhir tiba-tiba. <br /><br />Saya akan memberikan nilai empat untuk Brenda Song yang merupakan aktris yang sangat lucu dan adegan perkelahiannya.<br /><br />4/10",negative
"sungguh mengerikan Saya tidak percaya bahwa salah satu omong kosong terbesar di dunia bisa menjadi blockbuster dan film favorit jutaan orang!!!!!!!!!!!!!!!!!!!! sebuah film yang tidak memiliki cerita, lagi-lagi shahrukh khan telah muncul di layar tanpa sesuatu yang baru sama seperti biasanya dia mencoba membuatmu menangis dengan mulai mengacak-acak kepalanya ribuan kali, menurutku ini keterlaluan, pasangan zinta cantik untuk memerankan karakter seorang gadis Pakistan Saya tidak tahu bahwa ada cukup fasilitas di Pakistan untuk gadis-gadis Pakistan untuk melakukan begitu banyak operasi plastik di wajah mereka dan juga ada cukup fasilitas make up??!! dan saya juga tidak tahu bahwa orang India dapat melintasi bulan Maret antara kedua negara, pergi ke Pakistan dan mulai menari dan bernyanyi mungkin tentara Pakistan sedang tidur!!!!!!!!!!",negative
"Beberapa orang mungkin menyebut ""Cooley High"" sama dengan ""American Graffiti"", tapi saya tidak akan melakukannya. Sebagai permulaan, di ""AG"", semua orang berkulit putih, sedangkan di ""CH"" semuanya berkulit hitam. Apalagi yang satu ini punya soundtrack Motown. Secara khusus, film ini berfokus pada beberapa mahasiswa Afrika-Amerika kelas pekerja di Chicago tahun 1964 dan kejenakaan mereka. Film ini terutama membahas kehidupan rumah tangga dan hubungan. Di apartemen mereka, kami melihat tidak pernah ada ayah di sekitar. Namun para pemuda ini selalu tahu bagaimana menjalani hidup semaksimal mungkin.<br /><br />Satu hal yang sangat membedakan film ini dengan kebanyakan penggambaran orang kulit hitam lainnya adalah para remaja dalam film ini digambarkan sebagai sosok yang sangat bertanggung jawab, khawatir akan bolos sekolah. Dua adegan yang sangat lucu adalah adegan gorila, dan satu adegan pria kulit putih di film tersebut. Namun secara keseluruhan, bintang utamanya adalah soundtracknya. Ini benar-benar salah satu soundtrack terbaik dalam sejarah film (kami bahkan memilikinya dalam bentuk vinyl di rumah). Sebuah klasik dalam arti sebenarnya.",positive
"Sangat indah, sangat unik, sangat romantis, sangat Italia. Film ini sangat ringan sehingga Anda melayang ke dalam realitas yang dibiaskannya dan Anda tidak ingin kembali ke kehidupan yang membosankan lagi. Dunia wastafel dapur yang dipenuhi toko roti, penata rambut, dan pipa ledeng, namun berkilau dengan pendaran lembut. Haruskah penghargaan diberikan pada skenario atau arahannya? Silakan pilih -- keduanya sempurna. Izinkan saya kembali ke Kota New York yang terletak tepat di balik kaca mata.",positive
"Sederhananya, film ini brilian. Sinematografinya bagus, aktingnya luar biasa, dan ceritanya benar-benar menakjubkan. Ini adalah kisah Donald Woods, seorang kulit putih Afrika Selatan yang menganggap dirinya liberal sampai ia mengetahui realitas apartheid. Kevin Kline benar-benar meyakinkan - sedemikian rupa sehingga ketika Donald Woods sendiri muncul di TV beberapa tahun kemudian, saya mengenalinya dari peran Kline. Denzel Washington juga menampilkan penampilan yang luar biasa, seperti biasa.<br /><br />Saya mendorong Anda untuk menonton ini. Memang panjang, tapi kesabaran Anda patut ditiru karena menceritakan kisah yang luar biasa. Ingat kawan, ini benar-benar terjadi.",positive
"Saya baru-baru ini melihat produksi ini di DVD. Ini adalah pertama kalinya saya melihatnya sejak pertama kali disiarkan pada tahun 1983 dan itu sama bagusnya dengan yang saya ingat. Pada awalnya, seperti yang dikhawatirkan, ini akan tampak kuno dan saya kira itu agak ketinggalan jaman dan sangat bertele-tele seperti serial BBC saat itu. (Saya rindu drama kostum indah yang sepertinya selalu ada pada hari Minggu sore saat itu) Tapi selain itu, drama ini hampir sempurna. Saya termasuk penganut ""Jane Eyre"" yang murni karena ini adalah buku favorit saya dan belum pernah melihat produksi lain yang setia pada buku seperti ini. Saya baru-baru ini membaca ulang bukunya dan beberapa dialognya tepat. Membaca adegan menjelang akhir di mana Rochester mempertanyakan Jane tentang seperti apa St John, saya perhatikan kata-kata mereka direproduksi dengan tepat di layar oleh Dalton dan Clarke dan dilakukan dengan sempurna. <br /><br />Semua produksi lain yang telah dilakukan semuanya tampak kurang dalam beberapa hal, beberapa bahkan mengabaikan keluarga ""Rivers"" dan hubungannya dengan Jane sama sekali. Saya juga berpikir ini adalah satu-satunya produksi yang menyertakan adegan ""Gipsi"" yang dilakukan dengan benar.<br /><br />Pemerannya sempurna, Zelah Clarke seperti Jane yang dijelaskan dalam buku ""kecil polos dan gelap"" dan saya tidak setuju bahwa dia terlihat terlalu tua. Timothy Dalton mungkin sedikit terlalu tampan tetapi dia benar-benar sempurna sebagai Rochester, menggambarkan setiap aspek karakternya dengan tepat dan bertingkah laku! Saya setuju dengan komentar lain bahwa dia bahkan tampak cukup menakutkan pada saat tertentu, seperti dalam adegan ketika dia berbalik perlahan di gereja ketika pernikahannya diganggu, ekspresinya sangat menakutkan. Tapi kemudian dalam adegan favorit lainnya, kegembiraannya luar biasa terlihat ketika Jane berlari menuruni tangga dan memeluknya di pagi hari setelah mereka menyatakan cinta mereka satu sama lain. Cinta yang digambarkan dengan luar biasa dan benar-benar dapat dipercaya. Oh dicintai oleh pria seperti itu! Ada beberapa adegan yang anehnya hilang, seperti saat Jane naik ke tempat tidur bersama Helen yang sedang sekarat dan juga saat Rochester mengajak Jane berbelanja perlengkapan pernikahannya (saya pikir ada salah satunya di dalamnya tapi mungkin ingatan saya sedang mempermainkan).<br /><br />Akhirnya, jika Anda tidak pernah melihat produksi Jane Eyre yang lain - Anda pasti paling sering melihat yang ini, itu hanyalah kesempurnaan!",positive
"Di masa komedi yang buruk, atau bahkan mengerikan, King of Queens lebih dari sekadar menghirup udara segar, ini adalah tangki oksigen yang lengkap! Menurut pendapat saya, ini adalah salah satu dari 5 acara komedi terbaik sepanjang masa. Tidak ada yang sebaik ini sejak Menikah dengan Anak. Kevin James dan Jerry Stiller adalah komikus jenius! Dan percayalah, dibutuhkan banyak hal untuk membuat saya mencap seseorang sebagai komikus jenius. Orang-orang ini sangat mengerti apa yang lucu. Saya bisa menonton sepuluh episode Seinfeld dan tidak akan tertawa setengah-setengah karena melihat KOQ sekali saja. Orang lucu lainnya di acara ini adalah Carrie, Janet Heffernan, Spence dan Doug Pruzan (bos Carrie). Saya sangat senang mereka berhasil mendapatkan begitu banyak musim dari permata ini. Pertunjukan tersebut telah menjadi pemenang yang lucu di saat sebagian besar komiknya adalah pecundang. Coba lihat jika belum!!",positive
